Average housing prices,School density,Park density,Distance away from CBD,keji,yiliao,Road density,Commercial building density,financial,government
0.085065379,0.001008516,0.004175365,0.327870274,0.005988024,0.000901081,0.076458144,0.00315557,0.000646592,0.004251594
0.045587518,0.015463918,0.144050104,0.547086368,0.005988024,0.044853825,0.263221517,0.070842537,0.006373545,0.106164812
0.055995245,0.000224115,0.006263048,0.836715227,0,0.00030036,0.012088244,0.000631114,0.00018474,0.00162561
0.782859161,0.126512775,0.294363257,0.061914672,0.005988024,0.329495394,0.435176791,0.423004102,0.191206355,0.392147055
0.644698273,0.109031824,0.534446764,0.031824488,0.011976048,0.23578294,0.575702629,0.703218681,0.061518566,0.63861448
0.106709438,0.003809951,0.014613779,0.236385709,0.023952096,0.007408891,0.168933212,0.02698012,0.003140587,0.034012755
0.70064626,0.10152398,0.39874739,0.053329865,0,0.377152583,0.518585675,0.489271063,0.202660262,0.403776416
0.568691122,0.069363514,0.206680585,0.042230316,0.017964072,0.158390068,0.32819583,0.199116441,0.036578607,0.366262348
0.197306716,0.076759301,0.217118998,0.154006243,0.023952096,0.193231878,0.25294651,0.108078258,0.072880103,0.169563586
0.261179695,0.06185567,0.154488518,0.138224072,0.023952096,0.283440128,0.247809006,0.188703061,0.090060964,0.20282606
0.17273014,0.001904975,0.025052192,0.161377038,0.011976048,0.011513817,0.192505289,0.028873462,0.013855533,0.029260973
0.442205021,0.042917974,0.248434238,0.1526188,0.035928144,0.15979175,0.334542158,0.278952351,0.045076667,0.225834688
0.408708318,0.163603765,0.338204593,0.007197364,0.035928144,0.373348018,0.547597461,0.703692016,0.164788472,0.829561085
0.218618988,0.005266697,0.173277662,0.173083593,0.035928144,0.017020425,0.274100937,0.036762386,0.006188805,0.045517069
0.630445559,0.013895114,0.217118998,0.155480402,0,0.016519824,0.237231792,0.022877879,0.003787179,0.083656371
0.638670532,0.060623039,0.141962422,0.128858828,0.119760479,0.209751702,0.407978241,0.371568318,0.116571217,0.236338627
0.032269401,0.000672344,0.008350731,0.361602497,0,0.001601922,0.061650045,0.003944462,0.000554221,0.012754783
0.273762526,0.01322277,0.141962422,0.046999653,0.023952096,0.047156588,0.262617105,0.128273903,0.014871605,0.078029261
0.108736238,0.003025549,0.006263048,0.52488727,0,0.005606728,0.02175884,0.005048911,0.002216885,0.01850694
0.142914518,0.00470641,0.06263048,0.261793271,0,0.011613937,0.174977335,0.012780057,0.002493996,0.008753282
0.117793265,0.020618557,0.091858038,0.221210545,0.041916168,0.086103324,0.213659716,0.067371411,0.02928136,0.104914343
0.419133374,0.109031824,0.384133612,0.06668401,0.221556886,0.301361634,0.504079782,0.300568003,0.129595418,0.22858572
0.496297164,0.077319588,0.446764092,0.08593479,0.125748503,0.178514217,0.476881233,0.36415273,0.14289673,0.20645242
0.098263473,0.002353205,0.029227557,0.247485258,0,0.00710853,0.193411907,0.005837804,0.001477924,0.01688133
0.246232952,0.01322277,0.09394572,0.238120014,0.107784431,0.019223068,0.244182532,0.059640265,0.005819324,0.038889584
0.225338658,0.005939041,0.033402923,0.231529657,0.005988024,0.009311173,0.199758235,0.023982329,0.001847404,0.030886582
0.409941246,0.010981623,0.054279749,0.211238293,0.293413174,0.02052463,0.235116349,0.06847586,0.006927766,0.031011629
0.170098202,0.018265352,0.14822547,0.145508151,0.047904192,0.051962355,0.265034754,0.07778479,0.017550342,0.074277854
0.128623696,0.002241147,0.025052192,0.299514395,0.011976048,0.003504205,0.078271381,0.00315557,0.001293183,0.022008253
0.100387042,0.033056925,0.114822547,0.297953521,0.011976048,0.127352823,0.200362647,0.132533922,0.051173102,0.194322871
0.305620326,0.10578216,0.292275574,0.072060354,0.005988024,0.244993993,0.398307646,0.48548438,0.122760022,0.431036639
0.371880322,0.062752129,0.219206681,0.150537634,0.077844311,0.141169403,0.233303113,0.31634585,0.039811565,0.272227085
0.073585928,0.000672344,0.002087683,0.547433229,0.011976048,0.002102523,0.044424297,0.002366677,0.000831332,0.008503189
0.910868793,0.039444195,0.196242171,0.053069719,0.011976048,0.124449339,0.512541553,0.29977911,0.104008868,0.268100538
0.030107951,0.001456746,0.012526096,0.615417967,0.011976048,0.002102523,0.03566032,0.003628905,0.000831332,0.006002251
0.02397219,0.000112057,0.004175365,0.573534513,0,0.00030036,0.026896343,0,0,0.000625234
0.093342637,0.002017033,0.010438413,0.553243149,0.005988024,0.004004806,0.079480206,0.00410224,0.001108443,0.011379267
0.463719681,0.120349619,0.354906054,0.045438779,0.041916168,0.345114137,0.510426111,0.472546545,0.19314613,0.82493435
0.369153342,0.005490811,0.123173278,0.206815817,0,0.015718863,0.320338471,0.026506784,0.00406429,0.025884707
0.053203528,0.047176154,0.313152401,0.638484218,0.011976048,0.198538246,0.333333333,0.199116441,0.177720303,0.674753032
0.031996501,0.000112057,0.004175365,0.725026015,0,0.000400481,0.010577214,0.000315557,0.00018474,0.003876454
0.012022101,0.001456746,0.027139875,0.407474853,0.005988024,0.002503004,0.138712602,0.013411171,0.003048217,0.014380393
0.479909329,0.189152846,0.32776618,0.069025321,0.107784431,0.282839407,0.454215775,0.668822973,0.166820617,0.395648368
0.263571738,0.017817122,0.123173278,0.070239334,0.011976048,0.054465358,0.181323663,0.090091512,0.016257159,0.087282731
0.193044502,0.004930524,0.018789144,0.241415193,0.017964072,0.014317181,0.145965549,0.026191228,0.001570294,0.017131424
0.069859463,0.000336172,0.002087683,0.954994797,0,0.000400481,0.006648534,0.000473335,0.000369481,0.002751032
0.285675557,0.059614523,0.169102296,0.13354145,0.491017964,0.174509411,0.292233303,0.584095929,0.128948827,0.229085907
0.202505479,0.01064545,0.298538622,0.132674298,0.035928144,0.061974369,0.427621638,0.270905648,0.118972843,0.368013005
0.850013022,0.157776782,0.173277662,0.070412764,0.047904192,0.315078094,0.591115141,0.705743137,0.201459449,0.661122921
0.043885528,0.023419991,0.108559499,0.337842525,0,0.036543853,0.176186159,0.057746923,0.019305376,0.07002626
0.074131729,0.035746302,0.665970772,0.346340617,0,0.116940328,0.408280447,0.10066267,0.0589322,0.569463549
0.170464795,0.183998207,0.087682672,0.187218176,0.005988024,0.303464157,0.368993654,0.298990218,0.171162017,0.540577717
0.092164094,0.029695204,0.064718163,0.528876171,0.023952096,0.108930717,0.134481717,0.075418113,0.032883798,0.167437789
0.114240232,0.001792918,0.010438413,0.307145335,0.011976048,0.006007209,0.113931701,0.008993373,0.000461851,0.012129549
0.095704224,0.000224115,0.004175365,0.612989941,0,0.000600721,0.009066183,0.000315557,0.00018474,0.003251219
0.565774206,0.339421784,0.392484342,0.110908776,0.365269461,0.123348018,0.549712904,0.438939729,0.073711435,0.244716769
0.470541519,0.06869117,0.279749478,0.080731877,0.185628743,0.197637165,0.536415836,0.411328495,0.171808609,0.276228586
0.032367669,0.011429852,0.077244259,0.648629899,0.041916168,0.029535443,0.144152312,0.032817924,0.016441899,0.08653245
0.124561619,0.000224115,0.002087683,0.40079778,0,0.000800961,0.007555153,0.000473335,0.000461851,0.002500938
0.079536105,0.012438368,0.03131524,0.335327784,0.023952096,0.024128955,0.19008764,0.030135689,0.006188805,0.036763786
0.044514519,0.000224115,0,0.468522373,0,0,0.029011786,0.000315557,0.00018474,0.000875328
0.136812288,0.000896459,0.010438413,0.533472078,0,0.002503004,0.044122091,0.004575576,0.000646592,0.005877204
0.745296329,0.996302107,0.198329854,0.132674298,0.089820359,0.061774129,0.56089453,0.510097823,0.122944763,0.158684507
0.58412463,0.051322277,0.223382046,0.10301769,0.119760479,0.212454946,0.444242974,0.503628905,0.167836689,0.372389646
0.140133903,0.003361721,0.020876827,0.32648283,0.02994012,0.009311173,0.197340586,0.006153361,0.001385553,0.014130299
0.131110407,0.005378754,0.033402923,0.382934443,0.011976048,0.014317181,0.123904503,0.020668981,0.002678736,0.02976116
0.074245675,0.001680861,0.014613779,0.342525147,0.005988024,0.005806968,0.047748565,0.005522247,0.001570294,0.021383019
0.268501802,0.016248319,0.054279749,0.105966008,0.05988024,0.049259111,0.226654578,0.120384979,0.013947903,0.077153933
0.026300021,0.017144778,0.158663883,0.40062435,0,0.053364037,0.160773648,0.052224677,0.024662849,0.104664249
0.234439193,0.009188705,0.056367432,0.143600416,0.017964072,0.02062475,0.169235419,0.049857999,0.007574358,0.036263599
0.121886023,0.004930524,0.073068894,0.297346514,0.047904192,0.01401682,0.143850106,0.032344588,0.005634583,0.031261723
0.513543383,0.02173913,0.135699374,0.139611516,0,0.336603925,0.167422182,0.285736825,0.059763532,0.620732775
0.436200534,0.095809054,0.615866388,0.056278182,0.023952096,0.150480577,0.439709882,0.418901862,0.076297802,0.529323496
0.078824523,0.001792918,0.020876827,0.329864724,0.017964072,0.004505406,0.079480206,0.002997791,0.001200813,0.014130299
0.08037176,0.000448229,0.004175365,0.602410683,0,0.002503004,0.013901481,0.001577785,0.000738962,0.007502814
0.190152716,0.027566114,0.144050104,0.135275754,0.071856287,0.079094914,0.257781807,0.133322815,0.01690375,0.098536951
0.392213888,0.12203048,0.252609603,0.078650711,0.047904192,0.181718062,0.611665156,0.396339539,0.148161833,0.410653995
0.095010496,0.002353205,0.018789144,0.266475893,0,0.002803364,0.092475068,0.008204481,0.001662664,0.018882081
0.102446773,0.022299417,0.064718163,0.494276795,0.005988024,0.035542651,0.138410396,0.030609025,0.022723074,0.071526823
0.118515574,0.002241147,0.008350731,0.398022893,0.005988024,0.002903484,0.171653067,0.005995582,0.001385553,0.009503564
0.209274283,0.07339758,0.379958246,0.148543184,0.011976048,0.167501001,0.294348746,0.255443358,0.05883983,0.334750531
0.071908242,0.003361721,0.006263048,0.457769684,0.005988024,0.004905887,0.028105168,0.002682234,0.001016072,0.013630111
0.904936469,0.125392201,0.202505219,0.080731877,0.02994012,0.282438927,0.409791478,0.733196592,0.321355995,0.688758284
0.18544567,0.017032721,0.029227557,0.239420742,0,0.040048058,0.252342097,0.065478069,0.020413819,0.074152807
0.016853446,0.000224115,0,0.563822407,0,0.00010012,0.029616198,0.000157778,9.23702E-05,0.000750281
0.786384963,0.096817571,0.864300626,0.083593479,0.191616766,0.259511414,0.475370202,0.755758914,0.334380196,0.439539827
0.039913692,0.000896459,0.002087683,0.60683316,0.005988024,0.002703244,0.044122091,0.000788892,0.000369481,0.003001125
0.192006235,0.005378754,0.037578288,0.193201526,0.065868263,0.010112135,0.108189785,0.011202272,0.002124515,0.030136301
0.010565107,0.000448229,0.004175365,0.731963233,0,0.000500601,0.034753702,0.001577785,0.000277111,0.003501313
0.030607469,0.001456746,0.004175365,0.403225806,0.005988024,0.00660793,0.045633122,0.006153361,0.001200813,0.030636489
0.098928847,0.00257732,0.03131524,0.534252515,0,0.009911894,0.161982472,0.00520669,0.001662664,0.016131049
0.03906566,0,0,0.896201873,0,0.00010012,0.013297069,0.000157778,9.23702E-05,0.000625234
0.146372508,0.031936351,0.114822547,0.207682969,0,0.036643973,0.277122998,0.086935942,0.017827452,0.080780293
0.181224563,0.003922008,0.050104384,0.222337843,0.02994012,0.010512615,0.225445754,0.02382455,0.005172732,0.018381893
0.160216022,0.010869565,0.041753653,0.242282345,0.02994012,0.023728474,0.203384708,0.034869044,0.005449843,0.026509941
0.098725259,0.00257732,0.016701461,0.240461325,0.017964072,0.005606728,0.157751587,0.005995582,0.001108443,0.026760035
0.165517554,0.001568803,0.010438413,0.293877905,0.041916168,0.008910693,0.055001511,0.012937835,0.001477924,0.02050769
0.138123831,0.000336172,0.002087683,0.667793965,0,0,0,0.000157778,9.23702E-05,0.00162561
0.093890989,0.001120574,0.008350731,0.656520985,0,0.001301562,0.000906618,0.001420006,0.000461851,0.007502814
0.220926266,0.079000448,0.177453027,0.142906694,0.023952096,0.215859031,0.327893623,0.316661407,0.106502863,0.387895461
0.105961474,0.003249664,0.121085595,0.244797086,0.065868263,0.058370044,0.260199456,0.07368255,0.014871605,0.040140053
0.823917715,0.143993725,0.315240084,0.112729795,1,0.302563076,0.524025385,0.694540865,0.212913357,0.610103789
0.01865453,0.001904975,0.008350731,0.462278876,0.005988024,0.004205046,0.070716228,0.003628905,0.000646592,0.005752157
0.628707712,0.274428507,0.334029228,0.11246965,0.473053892,0.185822988,0.413417951,0.606027138,0.131627563,0.282355883
0.45931674,0.118332586,0.567849687,0.03616025,0.101796407,0.311173408,0.494711393,0.652414011,0.381950859,0.405777166
